artist_name,wikipedia_summary
Aitana,"Aitana Ocaña Morales (born 27 June 1999), known mononymously as Aitana, is a Spanish pop singer. She first gained national recognition in 2017, placing as the runner-up in the revival series of the Spanish reality television talent competition Operación Triunfo. While competing on the show, Aitana recorded the single ""Lo Malo"" with fellow contestant Ana Guerra. The song became an instant hit in Spain, debuting at number-one and holding the spot for several weeks. Following the competition, Aitana signed a 360º record deal with Universal Music and released her debut solo single ""Teléfono"" to commercial success and streaming-breaking records.
Her debut studio album, Spoiler, was released in 2019 and received a Latin Grammy nomination for Best Pop Vocal Album. Its accompanying concert tour visited many indoor arenas in Spain and was taped for the video album In late 2020 she released her sophomore album . It spawned the top five singles ""+ (Más)"" featuring Cali y El Dandee and ""Corazón Sin Vida"" featuring Sebastián Yatra. Aitana ventured into acting in the Disney+ original series (2022), for which she also recorded the soundtrack. She later explored electropop with her 2023 release , featuring the singles ""Los Ángeles"" and ""Las Babys""."
Danna Paola,"Danna Paola Rivera Munguía (born 23 June 1995), known mononymously as Danna and previously as Danna Paola, is a Mexican singer, model and actress. She gained popularity as a child actress and singer, starring in dozens of television projects throughout her early childhood and adolescence.
Rivera played the lead role in the children's telenovela Amy, la niña de la mochila azul, and achieved more recognition after starring in the teen-oriented series Atrévete a soñar in 2009. She dubbed Princess Rapunzel on the Latin American Spanish version of the Disney animated film Tangled, as well as recording the Spanish version of its soundtrack. She also gained prominence for her portrayal of Lucrecia ""Lu"" Montesinos Hendrich in the teen drama series Élite, distributed by Netflix."
Yuu Miyake,"Yuu Miyake (三宅 優, Miyake Yū, born November 19, 1973 in Matsuyama, Ehime Prefecture, Japan) is a Japanese composer and sound engineer who formerly worked at Bandai Namco Entertainment. His most known work surfaced with Katamari Damacy soundtracks, on which he served as a sound director. Other notable works include various tracks in the Tekken and Ridge Racer series."
Big Thief,"Big Thief is an American indie folk band formed in Brooklyn, New York, in 2015. The lineup comprises vocalist-guitarist Adrianne Lenker, guitarist Buck Meek and drummer James Krivchenia. Founding bassist Max Oleartchik left the band in 2024.
Big Thief's debut album, Masterpiece, was released on Saddle Creek Records in 2016. Their second studio album, Capacity, was released in 2017. In 2019, the band signed to 4AD and released two studio albums: U.F.O.F. in May 2019 and Two Hands in October 2019. Both albums received critical acclaim; U.F.O.F. was nominated for Best Alternative Music Album at the 62nd Annual Grammy Awards, and the song ""Not"", was nominated for Best Rock Song and Best Rock Performance at the 63rd Annual Grammy Awards."
Kunihiko Yasui,"Kunihiko Yasui (安井 邦彦, Yasui Kunihiko, born December 12, 1960 in Nagoya, Aichi, Japan) is a Japanese voice actor who graduated from the Aichi Prefecture. He is employed by the talent agency 81 Produce. He was also asked by SNK to participate as a member of SNK's character image band, Band of Fighters based on the game series King of Fighters, under the role of Iori Yagami."
Kate Bush,"Catherine Bush (born 30 July 1958) is an English singer, songwriter, record producer, and dancer. Bush began writing songs at age 11. She was signed to EMI Records after David Gilmour of Pink Floyd helped produce a demo tape. In 1978, at the age of 19, she topped the UK singles chart for four weeks with her debut single ""Wuthering Heights"", becoming the first female artist to achieve a UK number one with a fully self-written song. Her debut studio album, The Kick Inside (1978), peaked at number three on the UK Albums Chart. Bush was the first British solo female artist to top the UK Albums Chart and the first female artist to enter it at number one.
Bush has released 25 UK top 40 singles, including the top-10 hits ""The Man with the Child in His Eyes"" (1978), ""Babooshka"" (1980), ""Running Up That Hill"" (1985), ""Don't Give Up"" (a 1986 duet with Peter Gabriel), and ""King of the Mountain"" (2005). All nine of her studio albums reached the UK top 10, with all but one reaching the top five, including the number-one albums (1980), (1985), and the greatest-hits compilation (1986). Since (1982), she has produced all of her studio albums. She took a hiatus between her seventh and eighth albums, (1993) and (2005). In 2011, Bush released the albums and . She drew attention again in 2014 with her concert residency Before the Dawn, her first shows since the Tour of Life in 1979."
Lefar,"Rosario Bléfari  (Spanish pronunciation: [roˈsaɾjo βʟeˈfari]; 24 December 1965 – 6 July 2020) was an Argentine singer-songwriter, actress, and poet, widely considered an emblematic figure of Argentine independent music and cinema."
Tate McRAE,"Tate Rosner McRae (born July 1, 2003) is a Canadian singer, songwriter, and dancer. She first gained prominence as the first Canadian finalist on the American reality television series So You Think You Can Dance (2016). She was later signed by RCA Records and went on to release two extended plays (EPs), All the Things I Never Said (2020) and Too Young to Be Sad (2021). The latter was the most streamed female EP of 2021 on Spotify and was preceded by the single ""You Broke Me First"", which peaked within the top ten of the Canadian Hot 100 and the top twenty of the US Billboard Hot 100.
McRae's debut studio album, I Used to Think I Could Fly (2022), peaked at number three on the Canadian music charts and spawned the top-10 single ""She's All I Wanna Be"". After developing a more pop-oriented sound, her 2023 single ""Greedy"" was released to worldwide commercial success, peaking atop the Global 200 and the Canadian Hot 100 and at number three on the Hot 100. The song preceded McRae's second studio album, (2023), which debuted in the top five within several countries. McRae's third studio album, (2025), topped record charts worldwide, including the Canadian Albums Chart and the US 200, and yielded the international top-10 single ""Sports Car""."
Elton John,"Sir Elton Hercules John (born Reginald Kenneth Dwight; 25 March 1947) is a British singer, songwriter and pianist. His music and showmanship have had a significant, lasting impact on the music industry, and his songwriting partnership with lyricist Bernie Taupin is one of the most successful in history. John was the 19th EGOT winner in history. He has sold over 300 million records worldwide, making him one of the best-selling music artists of all time.
John learned to play piano at an early age, winning a scholarship to the Royal Academy of Music. In the 1960s, he formed the blues band Bluesology, wrote songs for other artists alongside Taupin, and worked as a session musician, before releasing his debut album, Empty Sky (1969). Throughout the next six decades, John cemented his status as a cultural icon with 32 studio albums, including (1972), (1973), (1975), (1989), (1992), (2001), (2013) and (2021). His catalog of hit singles includes ""Your Song"", ""Tiny Dancer"", ""Rocket Man"", ""Crocodile Rock"", ""Bennie and the Jets"", ""Don't Go Breaking My Heart"", ""I'm Still Standing"", ""Sacrifice"", ""Can You Feel the Love Tonight"" and ""Cold Heart"". He has also had success in musical films and theatre, composing music for (1994), (2000), and (2005). John's final tour, Farewell Yellow Brick Road (2018–2023), became the highest-grossing tour ever at the time. His life and career were dramatised in the 2019 biopic ."
Matthew Dear,"Matthew Dear (born April 4, 1979) is an American electronic music producer and DJ."
Dirtyphonics,"Dirtyphonics is a French electronic music band from Paris, consisting of members Charly Barranger and Julien ""PitchIn"" Corrales. Known for blending Drum and bass, Dubstep, and other bass music genres with heavy metal and cinematic influences, the group has been active since 2004.
Signed to labels such as Monstercat, Disciple Records, UKF Music and Dim Mak Records, Dirtyphonics first gained recognition with their 2008 single ""French F**k,"" which reached number one on Beatport's charts. Their debut album, Irreverence, was released in 2013. Over the years, they have collaborated with major artists including Linkin Park, Skrillex, Kaskade, and Sullivan King, and have remixed tracks for Marilyn Manson, Steve Aoki, and Benny Benassi."
Lizzo,"Melissa Viviane Jefferson (born April 27, 1988), known professionally as Lizzo (), is an American singer and rapper. Born in Detroit, Michigan, she moved to Houston, Texas, with her family at the age of ten. After college, she moved to Minneapolis, Minnesota, where she began her recording career in hip-hop. Prior to signing with Nice Life Recording Company and Atlantic Records, Lizzo released two studio albums, Lizzobangers (2013) and Big Grrrl Small World (2015). Her first major-label extended play (EP), Coconut Oil, was released in 2016.
Lizzo attained mainstream success with the release of her third studio album, Cuz I Love You (2019), which peaked at number four on the US Billboard 200. The album spawned the singles ""Juice"" and ""Tempo"". The deluxe version of the album included Lizzo's 2017 single ""Truth Hurts"", which became a viral sleeper hit two years after its initial release. It topped the US Hot 100 and became the longest-leading solo song by a female rapper. Around this time, her 2016 single ""Good as Hell"" also climbed the charts, reaching the top ten of the Hot 100 and UK Singles Chart. Lizzo received eight nominations at the 62nd Annual Grammy Awards—the most for any artist that year—including nominations for each of the ""Big Four"" categories, and won the awards for Best Urban Contemporary Album, Best Pop Solo Performance for ""Truth Hurts"", and Best Traditional R&B Performance for the song ""Jerome""."
